exercise_id	variant_id	exercise_number	title	key_name	sort_order	tempo_text	repeat_text	practice_notes	source_page_path	source_pdf_path	display_asset_path	display_asset_width_px	display_asset_height_px	overlay_id	support_level
hanon-01	hanon-01-c	1	The Virtuoso Pianist - Exercise 1	C	1	source tempo guidance pending manual review	source repeat guidance pending manual review	source practice notes pending manual review	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-1/	corpus/source-pdfs/hanon-exercise-01-c.pdf	corpus/runtime/assets/hanon-exercise-01-c.ppm	2480	3508	hanon-01-c-pilot-001	pilot_analysis
